site.id,study.id,site.sitename,site.state,site.country,lat_dec,long_dec,elevation,AMT,AMP,soil.classification
4644,11419,Nuoergai Sichuan 19,,China,33.6,103.17,3500,6.8,728,NA
4645,11419,Nuoergai Sichuan 20,,China,33.6,103.19,3500,6.8,728,NA
4668,11419,Nuoergai Sichuan 43,,China,33.6,103.34,3500,6.8,728,NA
4682,11419,Nuoergai Sichuan 57,,China,33.6,103.41,3500,6.8,728,NA
5444,11419,Xixia Henan ,,China,33.6,111.3,1091,15.1,830,NA
5445,11419,Xixia Henan 1,,China,33.6,111.6,1297,15.1,830,NA
4469,11419,Nanping Sichuan 23,,China,33.62,103.66,3200,7.8,600,NA
4488,11419,Nanping Sichuan 42,,China,33.62,103.71,3200,7.8,600,NA
4496,11419,Nanping Sichuan 50,,China,33.62,103.75,3200,7.8,600,NA
4523,11419,Nanping Sichuan 77,,China,33.62,103.92,3288,7.8,600,NA
4533,11419,Nanping Sichuan 87,,China,33.62,103.97,3421,7.8,600,NA
4660,11419,Nuoergai Sichuan 35,,China,33.62,103.33,3500,6.8,728,NA
4672,11419,Nuoergai Sichuan 47,,China,33.62,103.36,3500,6.8,728,NA
4470,11419,Nanping Sichuan 24,,China,33.63,103.66,3200,7.8,600,NA
4539,11419,Nanping Sichuan 93,,China,33.63,104.05,3200,7.8,600,NA
4497,11419,Nanping Sichuan 51,,China,33.65,103.75,3142,7.8,600,NA
4507,11419,Nanping Sichuan 61,,China,33.65,103.79,3000,7.8,600,NA
4514,11419,Nanping Sichuan 68,,China,33.65,103.84,3095,7.8,600,NA
4518,11419,Nanping Sichuan 72,,China,33.65,103.88,3002,7.8,600,NA
4462,11419,Nanping Sichuan 16,,China,33.67,103.62,3200,7.8,600,NA
4471,11419,Nanping Sichuan 25,,China,33.67,103.66,3200,7.8,600,NA
4489,11419,Nanping Sichuan 43,,China,33.67,103.71,3200,7.8,600,NA
4498,11419,Nanping Sichuan 52,,China,33.67,103.75,3200,7.8,600,NA
4515,11419,Nanping Sichuan 69,,China,33.67,103.84,3210,7.8,600,NA
4519,11419,Nanping Sichuan 73,,China,33.67,103.88,3291,7.8,600,NA
4524,11419,Nanping Sichuan 78,,China,33.67,103.92,3230,7.8,600,NA
4544,11419,Nanping Sichuan 98,,China,33.67,104.06,3200,7.8,600,NA
4490,11419,Nanping Sichuan 44,,China,33.68,103.71,3500,7.8,600,NA
4641,11419,Nuoergai Sichuan 16,,China,33.73,103.12,3500,6.8,728,NA
4658,11419,Nuoergai Sichuan 33,,China,33.73,103.3,3500,6.8,728,NA
4652,11419,Nuoergai Sichuan 27,,China,33.75,103.27,3500,6.8,728,NA
4655,11419,Nuoergai Sichuan 30,,China,33.75,103.29,3500,6.8,728,NA
4656,11419,Nuoergai Sichuan 31,,China,33.82,103.29,3500,6.8,728,NA
4669,11419,Nuoergai Sichuan 44,,China,33.82,103.34,3500,6.8,728,NA
4675,11419,Nuoergai Sichuan 50,,China,33.82,103.38,3500,6.8,728,NA
4683,11419,Nuoergai Sichuan 58,,China,33.82,103.42,3500,6.8,728,NA
4687,11419,Nuoergai Sichuan 62,,China,33.82,103.47,3500,6.8,728,NA
4640,11419,Nuoergai Sichuan 15,,China,33.88,103.1,3500,6.8,728,NA
4625,11419,Nuoergai Sichuan ,,China,34.17,102.77,3500,NA,NA,NA
4626,11419,Nuoergai Sichuan 1,,China,34.17,102.83,3500,6.8,728,NA
4628,11419,Nuoergai Sichuan 3,,China,34.17,102.85,3500,6.8,728,NA
4630,11419,Nuoergai Sichuan 5,,China,34.17,102.87,3500,6.8,728,NA
4627,11419,Nuoergai Sichuan 2,,China,34.2,102.83,3500,6.8,728,NA
4634,11419,Nuoergai Sichuan 9,,China,34.2,102.92,3500,6.8,728,NA
4636,11419,Nuoergai Sichuan 11,,China,34.2,102.96,3500,6.8,728,NA
4639,11419,Nuoergai Sichuan 14,,China,34.2,103,3500,6.8,728,NA
5375,11419,Xiaolong mountain Gansu ,,China,34.2,105.3,800,7.8,750,NA
4635,11419,Nuoergai Sichuan 10,,China,34.22,102.94,3500,6.8,728,NA
4637,11419,Nuoergai Sichuan 12,,China,34.22,102.96,3500,6.8,728,NA
4631,11419,Nuoergai Sichuan 6,,China,34.23,102.89,3500,6.8,728,NA
4638,11419,Nuoergai Sichuan 13,,China,34.23,102.96,3500,6.8,728,NA
4629,11419,Nuoergai Sichuan 4,,China,34.25,102.85,3500,6.8,728,NA
4633,11419,Nuoergai Sichuan 8,,China,34.25,102.9,3500,6.8,728,NA
4632,11419,Nuoergai Sichuan 7,,China,34.27,102.89,3500,6.8,728,NA
4869,11419,Shanxi 80,,China,34.97,111.37,1290,NA,NA,NA
4885,11419,Shanxi 96,,China,34.97,111.42,1350,NA,NA,NA
4892,11419,Shanxi 103,,China,34.97,111.44,1110,NA,NA,NA
4863,11419,Shanxi 74,,China,34.98,111.35,1150,NA,NA,NA
4901,11419,Shanxi 112,,China,34.98,111.48,1050,NA,NA,NA
4907,11419,Shanxi 118,,China,35.03,111.5,880,NA,NA,NA
4928,11419,Shanxi 139,,China,35.03,111.59,992,NA,NA,NA
4935,11419,Shanxi 146,,China,35.05,111.6,800,NA,NA,NA
4898,11419,Shanxi 109,,China,35.07,111.46,920,NA,NA,NA
4902,11419,Shanxi 113,,China,35.07,111.48,1335,NA,NA,NA
4943,11419,Shanxi 154,,China,35.13,111.66,830,NA,NA,NA
4919,11419,Shanxi 130,,China,35.15,111.57,1100,NA,NA,NA
4920,11419,Shanxi 131,,China,35.2,111.57,1050,NA,NA,NA
5137,11419,Shanxi 348,,China,35.23,112.32,1490,NA,NA,NA
5131,11419,Shanxi 342,,China,35.25,112.3,1350,NA,NA,NA
5151,11419,Shanxi 362,,China,35.25,112.38,1145,10,395,NA
5165,11419,Shanxi 376,,China,35.27,112.45,1500,10,395,NA
4977,11419,Shanxi 188,,China,35.3,111.79,800,NA,NA,NA
5120,11419,Shanxi 331,,China,35.3,112.19,1422,10,395,NA
4941,11419,Shanxi 152,,China,35.32,111.64,733,NA,NA,NA
5058,11419,Shanxi 269,,China,35.32,111.99,850,NA,NA,NA
5115,11419,Shanxi 326,,China,35.32,112.17,1600,10,395,NA
4893,11419,Shanxi 104,,China,35.33,111.44,1180,NA,NA,NA
4966,11419,Shanxi 177,,China,35.35,111.73,850,NA,NA,NA
5041,11419,Shanxi 252,,China,35.35,111.95,1750,NA,NA,NA
5059,11419,Shanxi 270,,China,35.35,111.99,1200,NA,NA,NA
4978,11419,Shanxi 189,,China,35.37,111.79,1220,NA,NA,NA
4990,11419,Shanxi 201,,China,35.37,111.84,1085,NA,NA,NA
4950,11419,Shanxi 161,,China,35.38,111.68,1380,NA,NA,NA
5042,11419,Shanxi 253,,China,35.38,111.95,1550,NA,NA,NA
5074,11419,Shanxi 285,,China,35.38,112.03,1520,10,395,NA
5066,11419,Shanxi 277,,China,35.4,112.01,1675,10,395,NA
5051,11419,Shanxi 262,,China,35.43,111.98,1838,NA,NA,NA
5101,11419,Shanxi 312,,China,35.43,112.12,1589,10,395,NA
4979,11419,Shanxi 190,,China,35.45,111.79,1500,NA,NA,NA
5060,11419,Shanxi 271,,China,35.47,111.99,1675,NA,NA,NA
5091,11419,Shanxi 302,,China,35.47,112.08,1214,10,395,NA
4991,11419,Shanxi 202,,China,35.48,111.84,1300,NA,NA,NA
4706,11419,Pingyi Shandong ,,China,35.5,117.9,800,NA,NA,NA
5067,11419,Shanxi 278,,China,35.52,112.01,1175,10,395,NA
5177,11419,Shanxi 388,,China,35.52,113.16,1280,NA,NA,NA
5181,11419,Shanxi 392,,China,35.52,113.29,1280,14,570,NA
4992,11419,Shanxi 203,,China,35.55,111.84,1500,NA,NA,NA
5073,11419,Shanxi 284,,China,35.58,112.02,1242,10,395,NA
5092,11419,Shanxi 303,,China,35.6,112.08,1150,10,395,NA
5109,11419,Shanxi 320,,China,35.63,112.15,1250,10,395,NA
5110,11419,Shanxi 321,,China,35.67,112.15,1300,10,395,NA
5202,11419,Shanxi 413,,China,35.67,113.52,1385,NA,NA,NA
5095,11419,Shanxi 306,,China,35.68,112.1,1180,10,395,NA
5104,11419,Shanxi 315,,China,35.68,112.13,1240,10,395,NA
4431,11419,Mengyang Shandong ,,China,35.7,117.9,400,14.6,803,NA
5075,11419,Shanxi 286,,China,35.72,112.04,1400,10,395,NA
5121,11419,Shanxi 332,,China,35.72,112.22,990,NA,NA,NA
5116,11419,Shanxi 327,,China,35.75,112.17,1120,10,395,NA
5126,11419,Shanxi 337,,China,35.77,112.28,980,NA,NA,NA
5172,11419,Shanxi 383,,China,35.77,112.73,1100,10,395,NA
4800,11419,Shanxi 11,,China,35.82,110.98,1500,NA,NA,NA
5176,11419,Shanxi 387,,China,35.95,113.11,1350,NA,NA,NA
4789,11419,Shanxi ,,China,35.97,110,1247,NA,NA,NA
5081,11419,Shanxi 292,,China,35.98,112.06,1300,10,395,NA
5154,11419,Shanxi 365,,China,36,112.4,1200,10,395,NA
4794,11419,Shanxi 5,,China,36.03,110.8,1300,NA,NA,NA
4802,11419,Shanxi 13,,China,36.03,111.02,1330,NA,NA,NA
4805,11419,Shanxi 16,,China,36.05,111.04,1370,NA,NA,NA
5085,11419,Shanxi 296,,China,36.05,112.07,1330,10,395,NA
4807,11419,Shanxi 18,,China,36.08,111.07,1380,NA,NA,NA
4798,11419,Shanxi 9,,China,36.1,110.96,1440,NA,NA,NA
4808,11419,Shanxi 19,,China,36.12,111.07,1300,NA,NA,NA
4796,11419,Shanxi 7,,China,36.13,110.91,1630,NA,NA,NA
4797,11419,Shanxi 8,,China,36.15,110.93,1440,NA,NA,NA
4803,11419,Shanxi 14,,China,36.15,111.02,1490,NA,NA,NA
5122,11419,Shanxi 333,,China,36.15,112.22,950,NA,NA,NA
4806,11419,Shanxi 17,,China,36.17,111.04,1620,NA,NA,NA
5129,11419,Shanxi 340,,China,36.17,112.29,1100,NA,NA,NA
5167,11419,Shanxi 378,,China,36.17,112.47,1250,10,395,NA
4804,11419,Shanxi 15,,China,36.18,111.02,1590,NA,NA,NA
5270,11419,Taian Shandong ,,China,36.2,117.1,400,NA,NA,NA
4792,11419,Shanxi 3,,China,36.27,110.64,1510,NA,NA,NA
4799,11419,Shanxi 10,,China,36.27,110.96,1410,NA,NA,NA
4801,11419,Shanxi 12,,China,36.27,111,1700,NA,NA,NA
4949,11419,Shanxi 160,,China,36.3,111.67,1270,NA,NA,NA
5114,11419,Shanxi 325,,China,36.32,112.16,1150,10,395,NA
4845,11419,Shanxi 56,,China,36.33,111.29,1400,NA,NA,NA
4835,11419,Shanxi 46,,China,36.37,111.25,1350,NA,NA,NA
5007,11419,Shanxi 218,,China,36.37,111.87,1450,NA,NA,NA
4791,11419,Shanxi 2,,China,36.38,110.6,1400,NA,NA,NA
4790,11419,Shanxi 1,,China,36.4,110.55,1150,NA,NA,NA
5020,11419,Shanxi 231,,China,36.4,111.91,1430,NA,NA,NA
5271,11419,Taian Shandong 1,,China,36.4,117.2,712,14.8,631,NA
4846,11419,Shanxi 57,,China,36.42,111.29,1900,NA,NA,NA
5015,11419,Shanxi 226,,China,36.42,111.89,1280,NA,NA,NA
5031,11419,Shanxi 242,,China,36.42,111.94,1281,NA,NA,NA
5124,11419,Shanxi 335,,China,36.42,112.25,1065,NA,NA,NA
5168,11419,Shanxi 379,,China,36.42,112.47,1332,10,395,NA
4836,11419,Shanxi 47,,China,36.43,111.25,1540,NA,NA,NA
5008,11419,Shanxi 219,,China,36.43,111.87,1900,NA,NA,NA
4829,11419,Shanxi 40,,China,36.45,111.22,1550,NA,NA,NA
4864,11419,Shanxi 75,,China,36.45,111.36,1440,NA,NA,NA
5032,11419,Shanxi 243,,China,36.45,111.94,1015,NA,NA,NA
5130,11419,Shanxi 341,,China,36.45,112.29,1135,NA,NA,NA
5021,11419,Shanxi 232,,China,36.47,111.91,1450,NA,NA,NA
5156,11419,Shanxi 367,,China,36.47,112.41,1130,10,395,NA
4850,11419,Shanxi 61,,China,36.48,111.31,1500,NA,NA,NA
4998,11419,Shanxi 209,,China,36.48,111.85,1633,NA,NA,NA
5033,11419,Shanxi 244,,China,36.48,111.94,1350,NA,NA,NA
5052,11419,Shanxi 263,,China,36.48,111.98,1250,NA,NA,NA
5163,11419,Shanxi 374,,China,36.48,112.43,1210,10,395,NA
5166,11419,Shanxi 377,,China,36.48,112.45,1250,10,395,NA
4720,11419,Qinyuan Shanxi ,,China,36.5,112.3,1810,NA,NA,NA
5474,11419,Yiyuan Shandong ,,China,36.5,118.2,760,NA,NA,NA
4821,11419,Shanxi 32,,China,36.52,111.2,1500,NA,NA,NA
5009,11419,Shanxi 220,,China,36.52,111.87,1220,NA,NA,NA
5024,11419,Shanxi 235,,China,36.52,111.92,1500,NA,NA,NA
5065,11419,Shanxi 276,,China,36.52,112,1380,NA,NA,NA
5119,11419,Shanxi 330,,China,36.52,112.18,1197,10,395,NA
5157,11419,Shanxi 368,,China,36.52,112.41,1350,10,395,NA
5171,11419,Shanxi 382,,China,36.52,112.54,1300,10,395,NA
5016,11419,Shanxi 227,,China,36.53,111.89,1420,NA,NA,NA
5053,11419,Shanxi 264,,China,36.53,111.98,1460,NA,NA,NA
5132,11419,Shanxi 343,,China,36.53,112.3,1260,NA,NA,NA
5164,11419,Shanxi 375,,China,36.53,112.43,1345,10,395,NA
5025,11419,Shanxi 236,,China,36.55,111.92,1400,NA,NA,NA
5045,11419,Shanxi 256,,China,36.55,111.96,1490,NA,NA,NA
5158,11419,Shanxi 369,,China,36.55,112.41,1290,10,395,NA
5034,11419,Shanxi 245,,China,36.57,111.94,1460,NA,NA,NA
4822,11419,Shanxi 33,,China,36.58,111.2,1650,NA,NA,NA
5068,11419,Shanxi 279,,China,36.58,112.01,1780,10,395,NA
5096,11419,Shanxi 307,,China,36.58,112.1,1450,10,395,NA
4830,11419,Shanxi 41,,China,36.6,111.22,1580,NA,NA,NA
5035,11419,Shanxi 246,,China,36.6,111.94,1450,NA,NA,NA
5086,11419,Shanxi 297,,China,36.6,112.07,1550,10,395,NA
5140,11419,Shanxi 351,,China,36.6,112.34,1207,NA,NA,NA
5046,11419,Shanxi 257,,China,36.62,111.96,1552,NA,NA,NA
5069,11419,Shanxi 280,,China,36.62,112.01,1630,10,395,NA
4831,11419,Shanxi 42,,China,36.63,111.22,1580,NA,NA,NA
5036,11419,Shanxi 247,,China,36.63,111.94,1450,NA,NA,NA
5087,11419,Shanxi 298,,China,36.63,112.07,1680,10,395,NA
5141,11419,Shanxi 352,,China,36.63,112.34,1251,NA,NA,NA
5185,11419,Shanxi 396,,China,36.63,113.33,1670,14,570,NA
5026,11419,Shanxi 237,,China,36.65,111.92,1930,NA,NA,NA
5078,11419,Shanxi 289,,China,36.65,112.05,1980,10,395,NA
5097,11419,Shanxi 308,,China,36.65,112.1,1800,10,395,NA
5125,11419,Shanxi 336,,China,36.65,112.27,1210,NA,NA,NA
5182,11419,Shanxi 393,,China,36.65,113.3,1480,14,570,NA
4843,11419,Shanxi 54,,China,36.67,111.27,1650,NA,NA,NA
5037,11419,Shanxi 248,,China,36.67,111.94,1650,NA,NA,NA
5088,11419,Shanxi 299,,China,36.67,112.07,1765,10,395,NA
5098,11419,Shanxi 309,,China,36.68,112.1,1700,10,395,NA
5183,11419,Shanxi 394,,China,36.68,113.3,1630,14,570,NA
4096,11419,Haiyang Shandong ,,China,36.7,121.1,250,NA,NA,NA
4761,11419,Sandaochuan Shanxi ,,China,36.7,112,1260,NA,NA,NA
4817,11419,Shanxi 28,,China,36.7,111.18,1630,NA,NA,NA
5054,11419,Shanxi 265,,China,36.7,111.98,2040,NA,NA,NA
5089,11419,Shanxi 300,,China,36.7,112.07,1790,10,395,NA
5102,11419,Shanxi 313,,China,36.7,112.12,1804,10,395,NA
5179,11419,Shanxi 390,,China,36.7,113.28,1740,14,570,NA
4847,11419,Shanxi 58,,China,36.73,111.29,1290,NA,NA,NA
5099,11419,Shanxi 310,,China,36.73,112.1,1761,10,395,NA
5123,11419,Shanxi 334,,China,36.73,112.23,1352,NA,NA,NA
5061,11419,Shanxi 272,,China,36.75,111.99,1699,NA,NA,NA
5090,11419,Shanxi 301,,China,36.75,112.07,1810,10,395,NA
5169,11419,Shanxi 380,,China,36.75,112.48,1579,10,395,NA
4823,11419,Shanxi 34,,China,36.77,111.2,1650,NA,NA,NA
5047,11419,Shanxi 258,,China,36.77,111.96,2011,NA,NA,NA
5079,11419,Shanxi 290,,China,36.77,112.05,1811,10,395,NA
5108,11419,Shanxi 319,,China,36.77,112.14,1608,10,395,NA
5142,11419,Shanxi 353,,China,36.77,112.34,1352,NA,NA,NA
5147,11419,Shanxi 358,,China,36.77,112.37,1322,10,395,NA
4814,11419,Shanxi 25,,China,36.78,111.13,1870,NA,NA,NA
5103,11419,Shanxi 314,,China,36.78,112.12,1810,10,395,NA
5117,11419,Shanxi 328,,China,36.78,112.17,1605,10,395,NA
4824,11419,Shanxi 35,,China,36.8,111.2,1550,NA,NA,NA
5027,11419,Shanxi 238,,China,36.8,111.92,1703,NA,NA,NA
5080,11419,Shanxi 291,,China,36.8,112.05,1900,10,395,NA
4815,11419,Shanxi 26,,China,36.82,111.13,1490,NA,NA,NA
5118,11419,Shanxi 329,,China,36.82,112.17,1600,10,395,NA
5143,11419,Shanxi 354,,China,36.82,112.34,1527,NA,NA,NA
5186,11419,Shanxi 397,,China,36.82,113.33,1640,14,570,NA
4825,11419,Shanxi 36,,China,36.83,111.2,1470,NA,NA,NA
5159,11419,Shanxi 370,,China,36.83,112.41,1421,10,395,NA
5062,11419,Shanxi 273,,China,36.85,111.99,2300,NA,NA,NA
5070,11419,Shanxi 281,,China,36.85,112.01,2240,10,395,NA
5175,11419,Shanxi 386,,China,36.85,113.04,1610,NA,NA,NA
5189,11419,Shanxi 400,,China,36.85,113.35,1540,14,570,NA
4793,11419,Shanxi 4,,China,36.87,110.71,1200,NA,NA,NA
5071,11419,Shanxi 282,,China,36.87,112.01,2300,10,395,NA
5100,11419,Shanxi 311,,China,36.87,112.1,2000,10,395,NA
5193,11419,Shanxi 404,,China,36.87,113.36,1550,14,570,NA
4809,11419,Shanxi 20,,China,36.9,111.11,1640,NA,NA,NA
5063,11419,Shanxi 274,,China,36.9,111.99,1750,NA,NA,NA
5148,11419,Shanxi 359,,China,36.9,112.37,1583,10,395,NA
5160,11419,Shanxi 371,,China,36.9,112.41,1470,10,395,NA
5076,11419,Shanxi 287,,China,36.92,112.04,1820,10,395,NA
5133,11419,Shanxi 344,,China,36.92,112.3,1600,NA,NA,NA
5152,11419,Shanxi 363,,China,36.92,112.39,1680,10,395,NA
4810,11419,Shanxi 21,,China,36.93,111.11,1550,NA,NA,NA
5144,11419,Shanxi 355,,China,36.93,112.35,1720,10,395,NA
5093,11419,Shanxi 304,,China,36.97,112.08,1950,10,395,NA
5134,11419,Shanxi 345,,China,36.97,112.3,1819,NA,NA,NA
5145,11419,Shanxi 356,,China,36.97,112.35,1781,10,395,NA
5127,11419,Shanxi 338,,China,36.98,112.28,1850,NA,NA,NA
5149,11419,Shanxi 360,,China,36.98,112.37,1813,10,395,NA
4696,11419,Pingdu Shandong ,,China,37,120,240,NA,NA,NA
5135,11419,Shanxi 346,,China,37,112.3,1820,NA,NA,NA
5146,11419,Shanxi 357,,China,37,112.35,1670,10,395,NA
5139,11419,Shanxi 350,,China,37.02,112.33,1690,NA,NA,NA
5150,11419,Shanxi 361,,China,37.02,112.37,1865,10,395,NA
5162,11419,Shanxi 373,,China,37.02,112.42,1630,10,395,NA
4811,11419,Shanxi 22,,China,37.03,111.11,1555,NA,NA,NA
4812,11419,Shanxi 23,,China,37.05,111.11,1690,NA,NA,NA
4826,11419,Shanxi 37,,China,37.05,111.2,1780,NA,NA,NA
4837,11419,Shanxi 48,,China,37.05,111.25,1803,NA,NA,NA
4848,11419,Shanxi 59,,China,37.05,111.29,1150,NA,NA,NA
5199,11419,Shanxi 410,,China,37.05,113.5,1556,14,570,NA
4844,11419,Shanxi 55,,China,37.07,111.27,1480,NA,NA,NA
4851,11419,Shanxi 62,,China,37.07,111.31,1430,NA,NA,NA
5203,11419,Shanxi 414,,China,37.07,113.52,1798,NA,NA,NA
4827,11419,Shanxi 38,,China,37.08,111.2,1970,NA,NA,NA
4838,11419,Shanxi 49,,China,37.08,111.25,1850,NA,NA,NA
4849,11419,Shanxi 60,,China,37.08,111.29,1244,NA,NA,NA
4852,11419,Shanxi 63,,China,37.1,111.31,1630,NA,NA,NA
4813,11419,Shanxi 24,,China,37.12,111.11,1820,NA,NA,NA
4828,11419,Shanxi 39,,China,37.12,111.2,1750,NA,NA,NA
4832,11419,Shanxi 43,,China,37.12,111.23,1700,NA,NA,NA
4839,11419,Shanxi 50,,China,37.12,111.25,1720,NA,NA,NA
4874,11419,Shanxi 85,,China,37.12,111.38,1340,NA,NA,NA
5195,11419,Shanxi 406,,China,37.12,113.45,1600,14,570,NA
5200,11419,Shanxi 411,,China,37.12,113.5,1845,14,570,NA
4818,11419,Shanxi 29,,China,37.13,111.18,1530,NA,NA,NA
5204,11419,Shanxi 415,,China,37.18,113.52,1856,NA,NA,NA
4434,11419,Mouping Shandong ,,China,37.2,121.7,275,NA,NA,NA
4875,11419,Shanxi 86,,China,37.2,111.38,1482,NA,NA,NA
5206,11419,Shanxi 417,,China,37.2,113.55,2000,NA,NA,NA
4816,11419,Shanxi 27,,China,37.22,111.14,1680,NA,NA,NA
4819,11419,Shanxi 30,,China,37.22,111.18,1640,NA,NA,NA
4840,11419,Shanxi 51,,China,37.22,111.25,1500,NA,NA,NA
5170,11419,Shanxi 381,,China,37.23,112.51,1320,10,395,NA
4833,11419,Shanxi 44,,China,37.25,111.23,1500,NA,NA,NA
4841,11419,Shanxi 52,,China,37.27,111.25,1589,NA,NA,NA
5207,11419,Shanxi 418,,China,37.27,113.59,1700,NA,NA,NA
4820,11419,Shanxi 31,,China,37.28,111.18,1530,NA,NA,NA
4834,11419,Shanxi 45,,China,37.3,111.23,1395,NA,NA,NA
4876,11419,Shanxi 87,,China,37.3,111.38,1520,NA,NA,NA
5197,11419,Shanxi 408,,China,37.32,113.48,1551,14,570,NA
5194,11419,Shanxi 405,,China,37.33,113.37,1520,14,570,NA
4853,11419,Shanxi 64,,China,37.35,111.32,1550,NA,NA,NA
4877,11419,Shanxi 88,,China,37.37,111.38,1780,NA,NA,NA
4908,11419,Shanxi 119,,China,37.37,111.5,1533,NA,NA,NA
4854,11419,Shanxi 65,,China,37.4,111.32,1800,NA,NA,NA
4860,11419,Shanxi 71,,China,37.4,111.34,1840,NA,NA,NA
4865,11419,Shanxi 76,,China,37.4,111.36,1825,NA,NA,NA
5198,11419,Shanxi 409,,China,37.4,113.48,1445,14,570,NA
4883,11419,Shanxi 94,,China,37.42,111.41,1659,NA,NA,NA
4955,11419,Shanxi 166,,China,37.42,111.7,1590,NA,NA,NA
5196,11419,Shanxi 407,,China,37.42,113.46,1490,14,570,NA
5190,11419,Shanxi 401,,China,37.43,113.35,1500,14,570,NA
4929,11419,Shanxi 140,,China,37.47,111.59,2020,NA,NA,NA
4956,11419,Shanxi 167,,China,37.47,111.7,1595,NA,NA,NA
4964,11419,Shanxi 175,,China,37.47,111.72,1690,NA,NA,NA
4969,11419,Shanxi 180,,China,37.47,111.75,1620,NA,NA,NA
4974,11419,Shanxi 185,,China,37.47,111.77,1575,NA,NA,NA
4983,11419,Shanxi 194,,China,37.47,111.81,1650,NA,NA,NA
5178,11419,Shanxi 389,,China,37.47,113.27,1600,14,570,NA
5180,11419,Shanxi 391,,China,37.47,113.28,1641,14,570,NA
5184,11419,Shanxi 395,,China,37.47,113.31,1430,14,570,NA
5187,11419,Shanxi 398,,China,37.47,113.33,1582,14,570,NA
5191,11419,Shanxi 402,,China,37.47,113.35,1590,14,570,NA
4878,11419,Shanxi 89,,China,37.48,111.38,1480,NA,NA,NA
4886,11419,Shanxi 97,,China,37.48,111.43,1712,NA,NA,NA
4921,11419,Shanxi 132,,China,37.48,111.57,1880,NA,NA,NA
4951,11419,Shanxi 162,,China,37.48,111.68,1810,NA,NA,NA
4970,11419,Shanxi 181,,China,37.48,111.75,1620,NA,NA,NA
4980,11419,Shanxi 191,,China,37.48,111.79,1620,NA,NA,NA
4993,11419,Shanxi 204,,China,37.48,111.84,1490,NA,NA,NA
5017,11419,Shanxi 228,,China,37.48,111.9,1550,NA,NA,NA
4204,11419,Jiaocheng Shanxi ,,China,37.5,112.1,1800,NA,NA,NA
4205,11419,Jiaokou Shanxi ,,China,37.5,111.1,1785,NA,NA,NA
4930,11419,Shanxi 141,,China,37.5,111.59,1750,NA,NA,NA
4965,11419,Shanxi 176,,China,37.5,111.72,1680,NA,NA,NA
5003,11419,Shanxi 214,,China,37.5,111.86,1460,NA,NA,NA
5192,11419,Shanxi 403,,China,37.5,113.35,1575,NA,NA,NA
4922,11419,Shanxi 133,,China,37.52,111.57,1772,NA,NA,NA
4936,11419,Shanxi 147,,China,37.52,111.61,1740,NA,NA,NA
4957,11419,Shanxi 168,,China,37.52,111.7,1580,NA,NA,NA
4981,11419,Shanxi 192,,China,37.52,111.79,1484,NA,NA,NA
5012,11419,Shanxi 223,,China,37.52,111.88,1420,NA,NA,NA
4952,11419,Shanxi 163,,China,37.53,111.68,1615,NA,NA,NA
4944,11419,Shanxi 155,,China,37.55,111.66,1750,NA,NA,NA
4958,11419,Shanxi 169,,China,37.55,111.7,1650,NA,NA,NA
4911,11419,Shanxi 122,,China,37.57,111.52,1760,NA,NA,NA
4939,11419,Shanxi 150,,China,37.57,111.63,1925,NA,NA,NA
4953,11419,Shanxi 164,,China,37.57,111.68,1670,NA,NA,NA
4959,11419,Shanxi 170,,China,37.58,111.7,1452,NA,NA,NA
4971,11419,Shanxi 182,,China,37.58,111.75,1450,NA,NA,NA
4945,11419,Shanxi 156,,China,37.63,111.66,1820,NA,NA,NA
4960,11419,Shanxi 171,,China,37.63,111.7,1680,NA,NA,NA
4972,11419,Shanxi 183,,China,37.63,111.75,1424,NA,NA,NA
4994,11419,Shanxi 205,,China,37.63,111.84,1300,NA,NA,NA
5013,11419,Shanxi 224,,China,37.63,111.88,1650,NA,NA,NA
4931,11419,Shanxi 142,,China,37.65,111.59,1750,NA,NA,NA
4940,11419,Shanxi 151,,China,37.65,111.63,1575,NA,NA,NA
4967,11419,Shanxi 178,,China,37.65,111.73,1300,NA,NA,NA
4984,11419,Shanxi 195,,China,37.65,111.82,1450,NA,NA,NA
4879,11419,Shanxi 90,,China,37.67,111.39,1550,NA,NA,NA
4894,11419,Shanxi 105,,China,37.67,111.45,1810,NA,NA,NA
4912,11419,Shanxi 123,,China,37.67,111.52,2230,NA,NA,NA
4923,11419,Shanxi 134,,China,37.67,111.57,1800,NA,NA,NA
5014,11419,Shanxi 225,,China,37.67,111.88,1500,NA,NA,NA
5048,11419,Shanxi 259,,China,37.67,111.97,1230,NA,NA,NA
4895,11419,Shanxi 106,,China,37.68,111.45,2010,NA,NA,NA
4909,11419,Shanxi 120,,China,37.68,111.5,1730,NA,NA,NA
4985,11419,Shanxi 196,,China,37.68,111.82,1360,NA,NA,NA
5004,11419,Shanxi 215,,China,37.68,111.86,1805,NA,NA,NA
4887,11419,Shanxi 98,,China,37.7,111.43,1985,NA,NA,NA
4903,11419,Shanxi 114,,China,37.7,111.48,1022,NA,NA,NA
4913,11419,Shanxi 124,,China,37.7,111.52,1447,NA,NA,NA
4946,11419,Shanxi 157,,China,37.7,111.66,1550,NA,NA,NA
4961,11419,Shanxi 172,,China,37.7,111.7,1420,NA,NA,NA
4995,11419,Shanxi 206,,China,37.7,111.84,1691,NA,NA,NA
4896,11419,Shanxi 107,,China,37.72,111.45,2100,NA,NA,NA
